,chrom,start,stop,ALL_sum_x,ALL_signal_x,peak_size_x,ALL_sum_norm_x,Sample_sum_x,AML_signal_x,AML_sum_norm_x,Difference_x,Feature,Peak_type,gene_279,gene_NC,ALL_sum_y,ALL_signal_y,peak_size_y,ALL_sum_norm_y,Sample_sum_y,AML_signal_y,AML_sum_norm_y,Difference_y,gene
10,chr1,39202327,39220083,18855,8307.262377685583,17756,1.467800314129623,14293,5593.399187580944,1.3149582781922136,0.15284203593740942,chr1:39202327-39220083,Oncoprotein_Target,,,18855,8307.262377685583,17756,1.467800314129623,14293,5593.399187580944,1.3149582781922136,0.15284203593740942,MACF1
11,chr1,40371049,40416308,83921,36971.02625286407,45259,1.8168546864240052,38704,15144.652008405015,1.3345997924922117,0.48225489393179344,chr1:40371049-40416308,Oncoprotein_Target,,,83921,36971.02625286407,45259,1.8168546864240052,38704,15144.652008405015,1.3345997924922117,0.48225489393179344,SMAP2
12,chr1,44376690,44498460,785643,346103.19534298783,121770,3.842261602553896,95912,37528.33442099374,1.3081821008540178,2.5340795016998783,chr1:44376690-44498460,Oncoprotein_Target,,,785643,346103.19534298783,121770,3.842261602553896,95912,37528.33442099374,1.3081821008540178,2.5340795016998783,RNF220
13,chr1,50953572,50991720,89335,39356.075550811016,38148,2.031641909164596,22015,8614.773743412474,1.225798829385878,0.8058430797787182,chr1:50953572-50991720,Oncoprotein_Target,,,89335,39356.075550811016,38148,2.031641909164596,22015,8614.773743412474,1.225798829385878,0.8058430797787182,FAF1
14,chr1,50953572,50991720,89335,39356.075550811016,38148,2.031641909164596,22015,8614.773743412474,1.225798829385878,0.8058430797787182,chr1:50953572-50991720,Oncoprotein_Target,,,89335,39356.075550811016,38148,2.031641909164596,22015,8614.773743412474,1.225798829385878,0.8058430797787182,CDKN2C
15,chr1,52135087,52150432,41056,18087.55042048578,15345,2.1786608289661635,13028,5098.444666326492,1.3321892907348643,0.8464715382312993,chr1:52135087-52150432,Oncoprotein_Target,,,41056,18087.55042048578,15345,2.1786608289661635,13028,5098.444666326492,1.3321892907348643,0.8464715382312993,ZFYVE9
16,chr1,52545530,52556858,43852,19319.28256623009,11328,2.705356864956752,6593,2580.6325364668837,1.2277217987700286,1.4776350661867235,chr1:52545530-52556858,Oncoprotein_Target,,,43852,19319.28256623009,11328,2.705356864956752,6593,2580.6325364668837,1.2277217987700286,1.4776350661867235,TUT4
17,chr1,52630372,52639479,45592,20085.81115478341,9107,3.205425623672275,9552,3738.39572096643,1.4103871440613187,1.7950384796109564,chr1:52630372-52639479,Oncoprotein_Target,,,45592,20085.81115478341,9107,3.205425623672275,9552,3738.39572096643,1.4103871440613187,1.7950384796109564,SHISAL2A
18,chr1,55199451,55220549,26651,11741.66288134174,21098,1.556482267577104,13390,5240.083825768477,1.2483213492164413,0.3081609183606626,chr1:55199451-55220549,Oncoprotein_Target,,,26651,11741.66288134174,21098,1.556482267577104,13390,5240.083825768477,1.2483213492164413,0.3081609183606626,USP24
19,chr1,61037601,61048092,6919,3049.0524736784173,10491,1.2905397458467656,4372,1711.625428398789,1.163056470155256,0.12748327569150963,chr1:61037601-61048092,Oncoprotein_Target,,,6919,3049.0524736784173,10491,1.2905397458467656,4372,1711.625428398789,1.163056470155256,0.12748327569150963,NFIA
20,chr1,61048732,61060867,4699,2071.067722765556,12135,1.1705865449332968,7387,2891.2996430882554,1.2381787921786778,-0.06759224724538093,chr1:61048732-61060867,Oncoprotein_Target,,,4699,2071.067722765556,12135,1.1705865449332968,7387,2891.2996430882554,1.2381787921786778,-0.06759224724538093,NFIA
21,chr1,61061286,61063881,0,1.0,2595,1.0,1216,476.7823698382725,1.1833458072594498,-0.18334580725944982,chr1:61061286-61063881,Oncoprotein_Target,,,0,1.0,2595,1.0,1216,476.7823698382725,1.1833458072594498,-0.18334580725944982,NFIA
22,chr1,61064351,61068215,4158,1832.739006439494,3864,1.4740525378984195,1680,658.3309056976133,1.1701166940211214,0.3039358438772981,chr1:61064351-61068215,Oncoprotein_Target,,,4158,1832.739006439494,3864,1.4740525378984195,1680,658.3309056976133,1.1701166940211214,0.3039358438772981,NFIA
23,chr1,61071926,61074553,2876,1267.974839470896,2627,1.482289622942861,3234,1266.3619934679057,1.4816756731891534,0.0006139497537076544,chr1:61071926-61074553,Oncoprotein_Target,,,2876,1267.974839470896,2627,1.482289622942861,3234,1266.3619934679057,1.4816756731891534,0.0006139497537076544,NFIA
24,chr1,61074855,61096515,35321,15561.089813960887,21660,1.718379031115461,12555,4913.374714900913,1.2267947698476875,0.49158426126777344,chr1:61074855-61096515,Oncoprotein_Target,,,35321,15561.089813960887,21660,1.718379031115461,12555,4913.374714900913,1.2267947698476875,0.49158426126777344,NFIA
25,chr1,61101385,61106171,1773,782.0661997155419,4786,1.1631981194558174,4431,1734.710263777455,1.3622461896735176,-0.1990480702177002,chr1:61101385-61106171,Oncoprotein_Target,,,1773,782.0661997155419,4786,1.1631981194558174,4431,1734.710263777455,1.3622461896735176,-0.1990480702177002,NFIA
26,chr1,66329022,66353728,24885,10963.680417327274,24706,1.4437254277231149,13322,5213.477574823574,1.210980230503666,0.23274519721944875,chr1:66329022-66353728,Oncoprotein_Target,,,24885,10963.680417327274,24706,1.4437254277231149,13322,5213.477574823574,1.210980230503666,0.23274519721944875,PDE4B
27,chr1,66723994,66772311,159499,70265.68008371642,48317,2.4542434357206866,29092,11383.78018366367,1.235585408524198,1.2186580271964886,chr1:66723994-66772311,Oncoprotein_Target,,,159499,70265.68008371642,48317,2.4542434357206866,29092,11383.78018366367,1.235585408524198,1.2186580271964886,SGIP1
28,chr1,66723994,66772311,159499,70265.68008371642,48317,2.4542434357206866,29092,11383.78018366367,1.235585408524198,1.2186580271964886,chr1:66723994-66772311,Oncoprotein_Target,,,159499,70265.68008371642,48317,2.4542434357206866,29092,11383.78018366367,1.235585408524198,1.2186580271964886,TCTEX1D1
29,chr1,67260121,67270563,13730,6049.527310825939,10442,1.5792498861162554,6498,2543.4620388232684,1.2434842021474113,0.3357656839688441,chr1:67260121-67270563,Oncoprotein_Target,,,13730,6049.527310825939,10442,1.5792498861162554,6498,2543.4620388232684,1.2434842021474113,0.3357656839688441,.
30,chr1,67292590,67325400,127093,55989.74592241814,32810,2.706453700774708,17910,7008.616976812056,1.2135817426641895,1.4928719581105183,chr1:67292590-67325400,Oncoprotein_Target,,,127093,55989.74592241814,32810,2.706453700774708,17910,7008.616976812056,1.2135817426641895,1.4928719581105183,IL12RB2
31,chr1,68490032,68499984,24416,10757.070125355143,9952,2.080794827708515,4600,1800.834622743465,1.1808515497129688,0.8999432779955463,chr1:68490032-68499984,Oncoprotein_Target,,,24416,10757.070125355143,9952,2.080794827708515,4600,1800.834622743465,1.1808515497129688,0.8999432779955463,DEPDC1-AS1
32,chr1,68490032,68499984,24416,10757.070125355143,9952,2.080794827708515,4600,1800.834622743465,1.1808515497129688,0.8999432779955463,chr1:68490032-68499984,Oncoprotein_Target,,,24416,10757.070125355143,9952,2.080794827708515,4600,1800.834622743465,1.1808515497129688,0.8999432779955463,DEPDC1
33,chr1,70217954,70241838,57406,25290.275950857525,23884,2.0588375460918407,6294,2463.6432859885585,1.1031084946402847,0.955729051451556,chr1:70217954-70241838,Oncoprotein_Target,,,57406,25290.275950857525,23884,2.0588375460918407,6294,2463.6432859885585,1.1031084946402847,0.955729051451556,SRSF11
34,chr1,71584852,71595328,8726,3845.09681822776,10476,1.3669431861614891,11091,4340.557782792994,1.4142380472310991,-0.047294861069610006,chr1:71584852-71595328,Oncoprotein_Target,,,8726,3845.09681822776,10476,1.3669431861614891,11091,4340.557782792994,1.4142380472310991,-0.047294861069610006,NEGR1
35,chr1,71729576,71737672,3440,1516.4358302433525,8096,1.1871832794272916,5075,1986.6871109615402,1.2452676767492021,-0.05808439732191051,chr1:71729576-71737672,Oncoprotein_Target,,,3440,1516.4358302433525,8096,1.1871832794272916,5075,1986.6871109615402,1.2452676767492021,-0.05808439732191051,NEGR1
36,chr1,71750830,71759282,2850,1256.5209640097542,8452,1.1485472035032838,3100,1213.932028370596,1.1435082854200895,0.005038918083194233,chr1:71750830-71759282,Oncoprotein_Target,,,2850,1256.5209640097542,8452,1.1485472035032838,3100,1213.932028370596,1.1435082854200895,0.005038918083194233,NEGR1
37,chr1,71759539,71765519,1205,531.8430742567557,5980,1.0887697448589893,3734,1461.9961915921954,1.2443137444134107,-0.15554399955442144,chr1:71759539-71765519,Oncoprotein_Target,,,1205,531.8430742567557,5980,1.0887697448589893,3734,1461.9961915921954,1.2443137444134107,-0.15554399955442144,NEGR1
38,chr1,71771693,71779740,800,353.4269372658959,8047,1.0437960652747478,2995,1172.8488467644952,1.1456255557057904,-0.10182949043104261,chr1:71771693-71779740,Oncoprotein_Target,,,800,353.4269372658959,8047,1.0437960652747478,2995,1172.8488467644952,1.1456255557057904,-0.10182949043104261,NEGR1
39,chr1,71780030,71799493,12866,5668.906218578771,19463,1.2912144180536798,14616,5719.778879569236,1.2938282320078731,-0.002613813954193356,chr1:71780030-71799493,Oncoprotein_Target,,,12866,5668.906218578771,19463,1.2912144180536798,14616,5719.778879569236,1.2938282320078731,-0.002613813954193356,NEGR1
40,chr1,71780030,71799493,12866,5668.906218578771,19463,1.2912144180536798,14616,5719.778879569236,1.2938282320078731,-0.002613813954193356,chr1:71780030-71799493,Oncoprotein_Target,,,12866,5668.906218578771,19463,1.2912144180536798,14616,5719.778879569236,1.2938282320078731,-0.002613813954193356,NEGR1-IT1
41,chr1,71823218,71836101,6112,2693.541800711445,12883,1.2089995964225293,12260,4797.9505380075825,1.3723473211214454,-0.16334772469891612,chr1:71823218-71836101,Oncoprotein_Target,,,6112,2693.541800711445,12883,1.2089995964225293,12260,4797.9505380075825,1.3723473211214454,-0.16334772469891612,NEGR1-IT1
42,chr1,71823218,71836101,6112,2693.541800711445,12883,1.2089995964225293,12260,4797.9505380075825,1.3723473211214454,-0.16334772469891612,chr1:71823218-71836101,Oncoprotein_Target,,,6112,2693.541800711445,12883,1.2089995964225293,12260,4797.9505380075825,1.3723473211214454,-0.16334772469891612,NEGR1
43,chr1,71845963,71887397,10539,4643.784364806596,41434,1.1120525260608822,27504,10762.445970420926,1.2597250077332849,-0.14767248167240266,chr1:71845963-71887397,Oncoprotein_Target,,,10539,4643.784364806596,41434,1.1120525260608822,27504,10762.445970420926,1.2597250077332849,-0.14767248167240266,NEGR1
44,chr1,71896666,71913028,0,1.0,16362,1.0,13609,5325.771604546916,1.3254352526920252,-0.3254352526920252,chr1:71896666-71913028,Oncoprotein_Target,,,0,1.0,16362,1.0,13609,5325.771604546916,1.3254352526920252,-0.3254352526920252,NEGR1
45,chr1,71925081,71934440,3592,1583.3969483238727,9359,1.169077566868669,4108,1608.330571789164,1.1717417001591157,-0.0026641332904466797,chr1:71925081-71934440,Oncoprotein_Target,,,3592,1583.3969483238727,9359,1.169077566868669,4108,1608.330571789164,1.1717417001591157,-0.0026641332904466797,NEGR1
46,chr1,71935186,71942519,1051,464.0008888330708,7333,1.0631393548115464,5593,2189.3641402183043,1.2984268567050736,-0.2352875018935272,chr1:71935186-71942519,Oncoprotein_Target,,,1051,464.0008888330708,7333,1.0631393548115464,5593,2189.3641402183043,1.2984268567050736,-0.2352875018935272,NEGR1
47,chr1,71942818,71994161,11191,4931.012318678301,51343,1.0960211191141598,34141,13359.294316322746,1.2601775181879273,-0.16415639907376756,chr1:71942818-71994161,Oncoprotein_Target,,,11191,4931.012318678301,51343,1.0960211191141598,34141,13359.294316322746,1.2601775181879273,-0.16415639907376756,NEGR1
48,chr1,71994597,72026218,8742,3852.1453569730775,31621,1.121790751619907,13738,5376.245227662983,1.1699897292199166,-0.048198977600009574,chr1:71994597-72026218,Oncoprotein_Target,,,8742,3852.1453569730775,31621,1.121790751619907,13738,5376.245227662983,1.1699897292199166,-0.048198977600009574,NEGR1
49,chr1,72027541,72134112,62028,27326.42258091124,106571,1.2564058006484995,61108,23910.629157958185,1.2243539908413938,0.03205180980710565,chr1:72027541-72134112,Oncoprotein_Target,,,62028,27326.42258091124,106571,1.2564058006484995,61108,23910.629157958185,1.2243539908413938,0.03205180980710565,NEGR1
50,chr1,72151047,72248199,42042,18521.916620665997,97152,1.1906385521725338,50495,19758.097668572012,1.203362747741395,-0.012724195568861285,chr1:72151047-72248199,Oncoprotein_Target,,,42042,18521.916620665997,97152,1.1906385521725338,50495,19758.097668572012,1.203362747741395,-0.012724195568861285,NEGR1
51,chr1,72248577,72300624,26385,11624.480924700829,52047,1.2233266264088387,26878,10517.511954369316,1.2020579851743485,0.021268641234490238,chr1:72248577-72300624,Oncoprotein_Target,,,26385,11624.480924700829,52047,1.2233266264088387,26878,10517.511954369316,1.2020579851743485,0.021268641234490238,NEGR1
52,chr1,77277107,77286107,30288,13343.88384488682,9000,2.4825426494318688,12434,4866.031238954835,1.5405590265505373,0.9419836228813314,chr1:77277107-77286107,ALL_specific,AK5,,30288,13343.88384488682,9000,2.4825426494318688,12434,4866.031238954835,1.5405590265505373,0.9419836228813314,AK5
53,chr1,77923720,77928831,2990,1318.195678031286,5111,1.2577178004365654,2749,1076.5968212873447,1.2104474312829865,0.04727036915357896,chr1:77923720-77928831,Oncoprotein_Target,,,2990,1318.195678031286,5111,1.2577178004365654,2749,1076.5968212873447,1.2104474312829865,0.04727036915357896,NEXN
54,chr1,81758218,81825208,25567,11264.124381346452,66990,1.1681314282929758,42743,16724.985060853025,1.249648978367712,-0.08151755007473627,chr1:81758218-81825208,Oncoprotein_Target,,,25567,11264.124381346452,66990,1.1681314282929758,42743,16724.985060853025,1.249648978367712,-0.08151755007473627,ADGRL2
55,chr1,81827539,81842185,1596,704.0917398454624,14646,1.048005717591524,12133,4748.259451684014,1.324133514385089,-0.2761277967935649,chr1:81827539-81842185,Oncoprotein_Target,,,1596,704.0917398454624,14646,1.048005717591524,12133,4748.259451684014,1.324133514385089,-0.2761277967935649,ADGRL2
56,chr1,81842631,81861302,3476,1532.2950424203177,18671,1.0820146238776882,11290,4418.420193646461,1.2365925870947705,-0.15457796321708228,chr1:81842631-81861302,Oncoprotein_Target,,,3476,1532.2950424203177,18671,1.0820146238776882,11290,4418.420193646461,1.2365925870947705,-0.15457796321708228,ADGRL2
57,chr1,81861514,81871639,513,226.9937735217557,10125,1.0223203726935068,3686,1443.2153085722634,1.142441018130594,-0.12012064543708711,chr1:81861514-81871639,Oncoprotein_Target,,,513,226.9937735217557,10125,1.0223203726935068,3686,1443.2153085722634,1.142441018130594,-0.12012064543708711,ADGRL2
58,chr1,81872027,81883997,8068,3555.2256623265603,11970,1.296927791338894,10976,4295.561917224407,1.358777102525013,-0.06184931118611914,chr1:81872027-81883997,Oncoprotein_Target,,,8068,3555.2256623265603,11970,1.296927791338894,10976,4295.561917224407,1.358777102525013,-0.06184931118611914,ADGRL2
59,chr1,81890699,81901617,4286,1889.1273164020372,10918,1.17293710536747,9873,3863.9928761622236,1.353818728353382,-0.18088162298591204,chr1:81890699-81901617,Oncoprotein_Target,,,4286,1889.1273164020372,10918,1.17293710536747,9873,3863.9928761622236,1.353818728353382,-0.18088162298591204,ADGRL2
60,chr1,81902614,81957440,25474,11223.15474988929,54826,1.204686731658142,33570,13135.880062064809,1.2395739259122462,-0.03488719425410425,chr1:81902614-81957440,Oncoprotein_Target,,,25474,11223.15474988929,54826,1.204686731658142,33570,13135.880062064809,1.2395739259122462,-0.03488719425410425,ADGRL2
61,chr1,81958288,81984556,7416,3267.997708454855,26268,1.1243717720593442,17373,6798.505848026569,1.2587751579117774,-0.13440338585243317,chr1:81958288-81984556,Oncoprotein_Target,,,7416,3267.997708454855,26268,1.1243717720593442,17373,6798.505848026569,1.2587751579117774,-0.13440338585243317,ADGRL2
62,chr1,84140348,84192025,26739,11780.429844440989,51677,1.2279433760559046,16900,6613.435896600991,1.1279570388490237,0.09998633720688099,chr1:84140348-84192025,Oncoprotein_Target,,,26739,11780.429844440989,51677,1.2279433760559046,16900,6613.435896600991,1.1279570388490237,0.09998633720688099,PRKACB
63,chr1,84209141,84222145,3306,1457.4043182513149,13004,1.1119966408990554,5414,2119.3270972898085,1.1628981157559066,-0.05090147485685126,chr1:84209141-84222145,Oncoprotein_Target,,,3306,1457.4043182513149,13004,1.1119966408990554,5414,2119.3270972898085,1.1628981157559066,-0.05090147485685126,PRKACB
64,chr1,84296937,84305805,18612,8200.21269549107,8868,1.9245842011153664,8237,3223.877779899548,1.3634278055818165,0.5611563955335499,chr1:84296937-84305805,Oncoprotein_Target,,,18612,8200.21269549107,8868,1.9245842011153664,8237,3223.877779899548,1.3634278055818165,0.5611563955335499,SAMD13
65,chr1,84994063,85000298,6138,2704.995676172586,6235,1.4336801405248736,9193,3597.93036671319,1.5768934028409287,-0.14321326231605513,chr1:84994063-85000298,Oncoprotein_Target,,,6138,2704.995676172586,6235,1.4336801405248736,9193,3597.93036671319,1.5768934028409287,-0.14321326231605513,MCOLN2
66,chr1,84994063,85000298,6138,2704.995676172586,6235,1.4336801405248736,9193,3597.93036671319,1.5768934028409287,-0.14321326231605513,chr1:84994063-85000298,Oncoprotein_Target,,,6138,2704.995676172586,6235,1.4336801405248736,9193,3597.93036671319,1.5768934028409287,-0.14321326231605513,WDR63
67,chr1,85047116,85051250,3015,1329.2090198208452,4134,1.3212890710742249,3712,1453.3882868747264,1.351327597212077,-0.030038526137852184,chr1:85047116-85051250,Oncoprotein_Target,,,3015,1329.2090198208452,4134,1.3212890710742249,3712,1453.3882868747264,1.351327597212077,-0.030038526137852184,WDR63
68,chr1,85047116,85051250,3015,1329.2090198208452,4134,1.3212890710742249,3712,1453.3882868747264,1.351327597212077,-0.030038526137852184,chr1:85047116-85051250,Oncoprotein_Target,,,3015,1329.2090198208452,4134,1.3212890710742249,3712,1453.3882868747264,1.351327597212077,-0.030038526137852184,MCOLN3
69,chr1,85146811,85154302,2962,1305.8607352269796,7491,1.1741904599154958,3566,1396.2631010224338,1.1862585904448584,-0.01206813052936262,chr1:85146811-85154302,Oncoprotein_Target,,,2962,1305.8607352269796,7491,1.1741904599154958,3566,1396.2631010224338,1.1862585904448584,-0.01206813052936262,.
70,chr1,85154492,85166898,2613,1152.1144838447326,12406,1.0927869163182922,2283,894.2657486355066,1.0720027203478564,0.020784195970435793,chr1:85154492-85166898,Oncoprotein_Target,,,2613,1152.1144838447326,12406,1.0927869163182922,2283,894.2657486355066,1.0720027203478564,0.020784195970435793,SYDE2
71,chr1,85167269,85186456,3794,1672.3847499835113,19187,1.0871102699736026,13455,5265.516271524635,1.2743793334822868,-0.18726906350868422,chr1:85167269-85186456,Oncoprotein_Target,,,3794,1672.3847499835113,19187,1.0871102699736026,13455,5265.516271524635,1.2743793334822868,-0.18726906350868422,SYDE2
72,chr1,85187963,85209242,16373,7213.8578048181425,21279,1.3389660136669084,11456,4483.370747423725,1.210647621947635,0.1283183917192734,chr1:85187963-85209242,Oncoprotein_Target,,,16373,7213.8578048181425,21279,1.3389660136669084,11456,4483.370747423725,1.210647621947635,0.1283183917192734,SYDE2
73,chr1,87325331,87337964,40068,17652.303152962395,12633,2.397237643707939,5068,1983.9482321878002,1.1569657430687723,1.2402719006391667,chr1:87325331-87337964,Oncoprotein_Target,,,40068,17652.303152962395,12633,2.397237643707939,5068,1983.9482321878002,1.1569657430687723,1.2402719006391667,LMO4
74,chr1,89623480,89645300,56409,24851.063880289905,21820,2.1388663556503165,25905,10136.807804819447,1.4645191477919086,0.6743472078584078,chr1:89623480-89645300,Oncoprotein_Target,,,56409,24851.063880289905,21820,2.1388663556503165,25905,10136.807804819447,1.4645191477919086,0.6743472078584078,LRRC8C-DT
75,chr1,89623480,89645300,56409,24851.063880289905,21820,2.1388663556503165,25905,10136.807804819447,1.4645191477919086,0.6743472078584078,chr1:89623480-89645300,Oncoprotein_Target,,,56409,24851.063880289905,21820,2.1388663556503165,25905,10136.807804819447,1.4645191477919086,0.6743472078584078,LRRC8C
76,chr1,89623480,89645300,56409,24851.063880289905,21820,2.1388663556503165,25905,10136.807804819447,1.4645191477919086,0.6743472078584078,chr1:89623480-89645300,Oncoprotein_Target,,,56409,24851.063880289905,21820,2.1388663556503165,25905,10136.807804819447,1.4645191477919086,0.6743472078584078,LRRC8D
77,chr1,89664327,89678833,9947,4382.988431229834,14506,1.302081099629797,7392,2893.2559850694984,1.199383426517958,0.10269767311183897,chr1:89664327-89678833,Oncoprotein_Target,,,9947,4382.988431229834,14506,1.302081099629797,7392,2893.2559850694984,1.199383426517958,0.10269767311183897,LRRC8C
78,chr1,89664327,89678833,9947,4382.988431229834,14506,1.302081099629797,7392,2893.2559850694984,1.199383426517958,0.10269767311183897,chr1:89664327-89678833,Oncoprotein_Target,,,9947,4382.988431229834,14506,1.302081099629797,7392,2893.2559850694984,1.199383426517958,0.10269767311183897,LRRC8D
79,chr1,89690004,89704203,23489,10348.695411798286,14199,1.7287622657791597,5892,2306.3533906966295,1.1623602641521678,0.566402001626992,chr1:89690004-89704203,Oncoprotein_Target,,,23489,10348.695411798286,14199,1.7287622657791597,5892,2306.3533906966295,1.1623602641521678,0.566402001626992,LRRC8D
80,chr1,89690004,89704203,23489,10348.695411798286,14199,1.7287622657791597,5892,2306.3533906966295,1.1623602641521678,0.566402001626992,chr1:89690004-89704203,Oncoprotein_Target,,,23489,10348.695411798286,14199,1.7287622657791597,5892,2306.3533906966295,1.1623602641521678,0.566402001626992,LRRC8C
81,chr1,89713658,89726137,9425,4153.029854663836,12479,1.332721360258341,6948,2719.5328171351293,1.2178486110373532,0.11487274922098778,chr1:89713658-89726137,Oncoprotein_Target,,,9425,4153.029854663836,12479,1.332721360258341,6948,2719.5328171351293,1.2178486110373532,0.11487274922098778,LRRC8C
82,chr1,89713658,89726137,9425,4153.029854663836,12479,1.332721360258341,6948,2719.5328171351293,1.2178486110373532,0.11487274922098778,chr1:89713658-89726137,Oncoprotein_Target,,,9425,4153.029854663836,12479,1.332721360258341,6948,2719.5328171351293,1.2178486110373532,0.11487274922098778,LRRC8D
83,chr1,89755865,89766308,15297,6739.843574195512,10443,1.6452976706114637,7229,2829.47923648098,1.2708492996726017,0.37444837093886196,chr1:89755865-89766308,Oncoprotein_Target,,,15297,6739.843574195512,10443,1.6452976706114637,7229,2829.47923648098,1.2708492996726017,0.37444837093886196,LRRC8D
84,chr1,89755865,89766308,15297,6739.843574195512,10443,1.6452976706114637,7229,2829.47923648098,1.2708492996726017,0.37444837093886196,chr1:89755865-89766308,Oncoprotein_Target,,,15297,6739.843574195512,10443,1.6452976706114637,7229,2829.47923648098,1.2708492996726017,0.37444837093886196,LRRC8C
85,chr1,89839906,89871919,57018,25119.34888628357,32013,1.7846296469023075,18945,7413.579766929336,1.2315490509146076,0.5530805959876999,chr1:89839906-89871919,Oncoprotein_Target,,,57018,25119.34888628357,32013,1.7846296469023075,18945,7413.579766929336,1.2315490509146076,0.5530805959876999,LRRC8D
86,chr1,92284842,92326149,51122,22521.962358633915,41307,1.5452093436617018,23531,9207.93663212532,1.2228904697055056,0.3223188739561962,chr1:92284842-92326149,Oncoprotein_Target,,,51122,22521.962358633915,41307,1.5452093436617018,23531,9207.93663212532,1.2228904697055056,0.3223188739561962,GLMN
87,chr1,92284842,92326149,51122,22521.962358633915,41307,1.5452093436617018,23531,9207.93663212532,1.2228904697055056,0.3223188739561962,chr1:92284842-92326149,Oncoprotein_Target,,,51122,22521.962358633915,41307,1.5452093436617018,23531,9207.93663212532,1.2228904697055056,0.3223188739561962,RPAP2
88,chr1,92456072,92497610,344674,151841.50271898176,41538,4.655460126125037,48583,19009.99249494473,1.4576289781632417,3.1978311479617956,chr1:92456072-92497610,Oncoprotein_Target,,,344674,151841.50271898176,41538,4.655460126125037,48583,19009.99249494473,1.4576289781632417,3.1978311479617956,GFI1
89,chr1,92526258,92548363,16068,7079.495034985519,22105,1.320221444695115,14298,5595.355529562187,1.2530810011111597,0.06714044358395532,chr1:92526258-92548363,Oncoprotein_Target,,,16068,7079.495034985519,22105,1.320221444695115,14298,5595.355529562187,1.2530810011111597,0.06714044358395532,EVI5
90,chr1,92559917,92590220,19885,8761.012059415425,30303,1.289080687041396,13158,5149.3095578388065,1.1698943853030659,0.11918630173833011,chr1:92559917-92590220,Oncoprotein_Target,,,19885,8761.012059415425,30303,1.289080687041396,13158,5149.3095578388065,1.1698943853030659,0.11918630173833011,EVI5
