,chrom,start,stop,Sample_sum_norm,Peak_type,index_x,p279_x,p318_x,difference_x,z_score_x,Feature_x,gene_279,index_y,p279_y,p318_y,difference_y,z_score_y,Feature_y,gene_NC,Sample
218,chr10,96228043,96247374,4.360925172961599,ALL_specific,chr10:96228043-96247374,25.243159344661446,-0.0405328390584735,25.28369218371992,3.158372149001509,chr10:96228043-96247374,BLNK,,,,,,,,p279
219,chr10,96252425,96277097,4.330325031308341,ALL_specific,chr10:96252425-96277097,22.163684027155146,1.4770593588031835,20.68662466835196,2.5724639887847536,chr10:96252425-96277097,BLNK,,,,,,,,p279
220,chr10,96280435,96317882,14.576505914503487,ALL_specific,chr10:96280435-96317882,27.592122603535778,7.581690780813544,20.010431822722232,2.486281459420067,chr10:96280435-96317882,DNTT,,,,,,,,p279
221,chr10,96574524,96596320,2.8826860593506844,ALL_specific,chr10:96574524-96596320,22.28972565304996,4.6421507123325245,17.647574940717433,2.1851292305344057,chr10:96574524-96596320,"TM9SF3, PIK3AP1",,,,,,,,p279
222,chr10,96687014,96732036,8.59777094440189,Oncoprotein_Target,,,,,,,,,,,,,,,p279
223,chr10,96735653,96749661,7.18048622298255,ALL_specific,chr10:96735653-96749661,20.314523232372345,1.1023808225432332,19.212142409829116,2.3845374063546894,chr10:96735653-96749661,.,,,,,,,,p279
224,chr10,97316335,97324522,4.515830153554459,Oncoprotein_Target,,,,,,,,,,,,,,,p279
225,chr10,97331146,97337792,3.324531306156415,NC_specific,,,,,,,,chr10:97331146-97337792,0.2767504626936415,15.994470113656256,-15.717719650962614,-2.067363973872352,chr10:97331146-97337792,FRAT2,p279
226,chr10,99474129,99476951,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
227,chr10,99515919,99542985,1.299817988125328,Oncoprotein_Target,,,,,,,,,,,,,,,p279
228,chr10,100180034,100190001,3.112242587138822,Oncoprotein_Target,,,,,,,,,,,,,,,p279
229,chr10,103144134,103156121,1.290981685222025,Oncoprotein_Target,,,,,,,,,,,,,,,p279
230,chr10,103174685,103198333,5.500409970304057,Oncoprotein_Target,,,,,,,,,,,,,,,p279
231,chr10,110005047,110018200,3.701443668411749,Oncoprotein_Target,,,,,,,,,,,,,,,p279
232,chr10,110050932,110090611,2.0125494625867164,Oncoprotein_Target,,,,,,,,,,,,,,,p279
233,chr10,116268715,116276258,1.213978533185614,Oncoprotein_Target,,,,,,,,,,,,,,,p279
234,chr10,123130835,123166501,2.543640317257408,Oncoprotein_Target,,,,,,,,,,,,,,,p279
235,chr10,123532914,123544458,1.5471533883499902,Oncoprotein_Target,,,,,,,,,,,,,,,p279
236,chr11,7871378,7883001,3.608255789274714,Oncoprotein_Target,,,,,,,,,,,,,,,p279
237,chr11,9565571,9589980,5.339302879404268,Oncoprotein_Target,,,,,,,,,,,,,,,p279
238,chr11,14539275,14546211,1.6865709938707898,Oncoprotein_Target,,,,,,,,,,,,,,,p279
239,chr11,20298000,20302473,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
240,chr11,28092921,28123784,2.1468291375665247,Oncoprotein_Target,,,,,,,,,,,,,,,p279
241,chr11,30321217,30338843,1.7230597262719176,Oncoprotein_Target,,,,,,,,,,,,,,,p279
242,chr11,30558554,30563301,1.018332817516202,Oncoprotein_Target,,,,,,,,,,,,,,,p279
243,chr11,30564248,30570179,1.6690912737435788,Oncoprotein_Target,,,,,,,,,,,,,,,p279
244,chr11,30570271,30577643,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
245,chr11,30578705,30602153,1.297063792875422,Oncoprotein_Target,,,,,,,,,,,,,,,p279
246,chr11,30602223,30606038,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
247,chr11,30608089,30619367,1.2549508097287247,Oncoprotein_Target,,,,,,,,,,,,,,,p279
248,chr11,30917607,30920968,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
249,chr11,32432254,32444679,9.097574718429753,Oncoprotein_Target,,,,,,,,,,,,,,,p279
250,chr11,33132584,33144330,1.1862123761310412,Oncoprotein_Target,,,,,,,,,,,,,,,p279
